cliente_id,Recencia,Frequencia,Monetario
1114,18.0,6,786.35
1115,18.0,7,600.3
1116,10.0,5,197.76
1117,18.0,7,1088.43
1118,18.0,5,411.03
1119,6.0,5,299.2
1120,3.0,8,1589.7
1121,19.0,4,559.5699999999999
1122,18.0,4,180.78
1124,31.0,2,64.18
1125,17.0,10,840.94
1127,16.0,4,216.23
1128,37.0,5,447.22
1129,9.0,7,398.8
1131,36.0,1,27.26
1132,5.0,3,210.24
1133,21.0,3,398.87
1134,4.0,8,881.36
1135,4.0,9,1310.25
1136,22.0,6,200.78
1137,4.0,9,1359.47
1138,9.0,9,1019.83
1139,3.0,4,466.66
1140,13.0,9,836.48
1141,7.0,4,659.28
1142,13.0,11,1218.51
1143,43.0,3,92.53
1144,41.0,4,390.73
1145,25.0,3,664.98
1146,54.0,2,387.04
1147,18.0,7,1173.28
1148,19.0,3,296.69000000000005
1149,4.0,7,738.44
1150,40.0,5,543.29
1151,39.0,1,190.16
1152,45.0,4,380.76
1153,19.0,5,338.43
1154,23.0,6,1176.25
1155,17.0,7,794.0
1156,9.0,4,709.4
1157,21.0,8,1297.22
1158,8.0,3,166.32
1159,4.0,6,988.46
1160,7.0,5,188.39
1161,6.0,7,561.73
1162,4.0,6,1035.38
1164,5.0,7,623.8
1165,5.0,4,359.7300000000001
1166,59.0,5,866.0
1167,13.0,4,789.14
1168,56.0,5,395.04
1169,30.0,5,615.56
1170,39.0,5,818.81
1171,19.0,5,470.49
1172,21.0,8,478.47
1173,34.0,3,534.05
1174,22.0,8,1000.06
1175,28.0,6,419.97
1176,5.0,3,368.41
1177,19.0,5,780.6199999999999
1178,13.0,4,101.24
1179,13.0,6,513.53
1180,19.0,8,1280.95
1181,11.0,5,1094.67
1182,19.0,2,87.58
1183,8.0,3,351.09
1184,5.0,4,69.64
1185,9.0,5,502.34
1186,19.0,6,648.0600000000001
1187,31.0,4,792.23
1188,11.0,2,82.56
1189,19.0,5,816.61
1190,31.0,6,572.96
1191,3.0,3,130.49
1192,8.0,7,337.25
1193,20.0,4,144.32
1194,4.0,7,105.25
1195,15.0,3,387.52
1196,3.0,3,630.32
1197,52.0,6,298.1
1198,11.0,8,837.77
1199,36.0,3,181.49
1200,37.0,6,1115.79
1201,32.0,4,341.25
1202,4.0,7,774.75
1203,22.0,3,594.2
1204,30.0,6,615.1400000000001
1205,15.0,5,325.72
1206,39.0,7,99.65
1207,24.0,4,406.57
1208,21.0,3,741.83
1209,9.0,4,628.9
1210,3.0,5,589.52
1211,8.0,4,224.74
1212,4.0,5,306.82
1213,20.0,5,555.69
1214,7.0,6,1020.05
1215,42.0,2,44.61
1217,20.0,7,891.4200000000001
1218,5.0,6,980.79
1219,36.0,3,23.12
1220,39.0,3,193.38
1221,14.0,3,259.83
1222,4.0,7,266.17
1225,12.0,6,1152.4
1226,9.0,6,553.38
1227,3.0,7,1337.44
1228,34.0,2,598.21
1229,42.0,6,433.95
1230,15.0,5,892.42
1231,21.0,2,29.44
1233,10.0,4,371.34
1236,42.0,4,646.06
1237,7.0,4,221.72
1238,8.0,8,763.3
1239,31.0,3,54.61
1240,33.0,4,373.79
1241,31.0,2,40.68
1242,5.0,3,1248.24
1243,15.0,8,594.72
1244,19.0,8,647.51
1245,32.0,9,786.56
1246,14.0,1,14.5
1247,38.0,6,718.36
1248,9.0,5,462.81000000000006
1249,12.0,3,760.22
1250,57.0,4,571.2900000000001
1251,19.0,4,707.6700000000001
1252,24.0,6,1368.59
1253,18.0,6,1010.28
1254,8.0,5,726.0
1255,4.0,6,737.6200000000001
1256,9.0,2,32.910000000000004
1259,5.0,8,422.29
1260,9.0,5,486.74
1261,23.0,6,574.47
1262,10.0,5,424.19
1263,40.0,5,555.15
1264,10.0,4,351.89
1265,3.0,5,219.52
1266,21.0,5,667.36
1268,16.0,3,69.43
1269,24.0,6,1015.2
1270,19.0,10,1040.83
1271,30.0,2,392.38000000000005
1272,10.0,10,1203.2
1273,15.0,1,384.4500000000001
1274,4.0,8,749.27
1275,38.0,2,54.06
1276,4.0,6,407.0
1277,4.0,5,93.1
1278,44.0,5,297.12
1279,11.0,3,44.870000000000005
1280,10.0,6,764.6600000000001
1281,22.0,5,583.66
1282,6.0,6,191.72
1283,5.0,8,521.14
1284,4.0,7,689.6999999999999
1285,6.0,11,1346.51
1286,5.0,5,512.3199999999999
1287,18.0,4,628.87
1288,37.0,4,281.69
1289,19.0,7,1062.43
1290,44.0,3,61.71
1291,12.0,2,308.41
1292,22.0,1,5.48
1293,19.0,6,267.1
1294,9.0,5,264.47
1295,9.0,5,1163.97
1296,6.0,3,383.99
1298,3.0,5,891.8599999999999
1299,34.0,1,4.92
1300,21.0,5,106.47
1301,7.0,7,794.1
1302,8.0,6,319.45
1303,5.0,8,659.0
1304,10.0,8,305.92
1305,18.0,3,179.98
1306,9.0,5,1111.78
1307,15.0,4,556.59
1308,18.0,6,476.88
1309,12.0,3,735.73
1311,50.0,3,172.07
1312,21.0,5,1306.85
1313,5.0,4,512.04
1314,4.0,4,436.30000000000007
1315,30.0,5,623.43
1316,9.0,4,655.81
1317,23.0,6,560.25
1318,4.0,6,699.08
1319,11.0,4,736.48
1320,8.0,5,880.24
1321,18.0,6,794.86
1322,31.0,5,769.09
1323,13.0,6,1233.7
1324,6.0,5,95.08
1325,14.0,4,714.43
1326,5.0,7,203.13
1327,30.0,7,1246.89
1328,3.0,6,1045.38
1329,3.0,1,18.68
1330,18.0,7,1263.67
1331,4.0,7,718.7
1332,55.0,2,12.89
1333,6.0,3,63.5
1334,26.0,4,772.5799999999999
1335,39.0,7,449.14
1336,10.0,8,947.24
1337,9.0,5,119.77
1338,56.0,8,730.87
1339,14.0,4,379.56000000000006
1340,48.0,4,1429.17
1342,6.0,3,47.24
1343,4.0,6,854.9
1345,7.0,5,221.79
1346,3.0,6,467.83
1347,16.0,7,908.67
1348,54.0,2,63.20000000000001
1349,6.0,6,538.74
1351,36.0,4,49.23
1352,3.0,7,468.31
1353,6.0,3,152.02
1354,23.0,7,220.92
1355,9.0,7,956.86
1356,28.0,7,785.48
1357,30.0,3,425.48
1358,11.0,6,1406.2199999999998
1359,31.0,4,501.12
1360,20.0,4,310.74
1361,28.0,7,1502.1
1362,41.0,6,368.37
1363,24.0,3,362.53
1364,4.0,4,554.27
1365,6.0,5,81.84
1366,28.0,3,185.71
1367,10.0,6,201.09
1368,18.0,7,1350.64
1369,28.0,3,18.41
1370,4.0,7,406.67
1371,4.0,11,705.1899999999999
1372,8.0,8,1060.95
1373,3.0,5,517.0
1374,24.0,3,382.82
1375,9.0,3,599.38
1376,40.0,4,51.22
1377,3.0,9,928.04
1378,5.0,7,1130.57
1379,8.0,5,163.22
1380,15.0,6,249.24
1381,30.0,2,72.47999999999999
1382,8.0,4,163.38
1383,19.0,5,810.33
1384,24.0,2,144.37
1385,30.0,7,832.23
1386,24.0,4,660.9
1388,14.0,2,560.1999999999999
1389,40.0,5,900.49
1390,18.0,6,588.9300000000001
1391,30.0,8,679.4699999999999
1392,8.0,4,236.48
1393,57.0,3,699.3000000000001
1395,14.0,5,147.81
1396,50.0,2,44.33
1397,6.0,5,155.99
1398,12.0,8,368.87
1399,52.0,3,66.46
1400,8.0,6,241.67
1401,23.0,5,326.36
1402,3.0,11,824.56
1403,10.0,6,492.54
1404,31.0,1,94.91
1405,28.0,6,579.21
1406,9.0,6,116.77
1407,6.0,9,899.9
1408,3.0,6,802.76
1409,9.0,5,490.98
1410,39.0,7,666.3
1411,4.0,8,580.38
1412,23.0,6,652.56
1413,13.0,8,759.66
1414,36.0,4,375.53
1415,30.0,2,118.9
1416,40.0,1,18.68
1417,14.0,5,316.03
1418,6.0,10,1203.05
1419,11.0,4,565.16
1420,31.0,1,81.92
1421,52.0,3,32.760000000000005
1422,3.0,8,925.75
1424,14.0,5,116.9
1425,45.0,2,90.9
1426,6.0,6,291.86
1427,9.0,4,207.92
1428,5.0,11,1004.31
1429,8.0,5,561.69
1430,3.0,7,1057.03
1431,40.0,4,419.11
1434,50.0,1,217.52
1435,24.0,4,748.77
1436,15.0,9,585.8100000000001
1437,50.0,6,1138.57
1438,10.0,4,441.12
1439,4.0,9,1388.01
1440,16.0,6,215.38
1442,5.0,3,100.23
1443,6.0,5,442.05
1444,7.0,5,74.03999999999999
1445,42.0,5,289.06
1446,23.0,7,187.51
1447,18.0,6,739.08
1448,3.0,5,276.55
1449,3.0,6,572.03
1450,18.0,4,412.94
1451,6.0,8,853.91
1452,20.0,7,757.01
1453,39.0,9,553.14
1454,41.0,4,230.93
1455,7.0,5,150.2
1456,7.0,8,1206.28
1457,30.0,2,11.37
1458,22.0,5,197.56
1459,12.0,9,1098.18
1461,44.0,10,375.76
1462,18.0,8,550.1600000000001
1463,3.0,7,652.91
1464,14.0,9,221.78
1465,11.0,5,751.2800000000001
1466,3.0,5,921.92
1467,29.0,2,397.28
1469,23.0,5,479.65
1470,9.0,7,913.59
1471,5.0,7,473.88
1472,9.0,4,98.82
1473,34.0,3,73.66
1474,32.0,4,544.7900000000001
1475,18.0,4,261.65000000000003
1476,3.0,6,363.52
1477,15.0,5,914.31
1478,13.0,7,817.67
1479,3.0,7,343.8
1480,6.0,5,337.08
1481,50.0,4,49.66
1482,8.0,5,430.97
1483,8.0,6,711.27
1484,5.0,2,406.72
1485,5.0,8,533.04
1486,36.0,5,520.24
1487,28.0,4,439.19999999999993
1488,15.0,4,677.93
1490,8.0,5,951.3
1491,35.0,7,218.46
1492,47.0,4,532.4100000000001
1493,25.0,4,432.93
1494,8.0,7,526.03
1495,5.0,6,365.81
1496,9.0,7,722.26
1497,13.0,5,90.36
1498,9.0,7,371.3
